0,
128,
256,
384,
512,BASS+HIHAT
520,
528,
536,
544,
552,
560,
568,
576,BASS+HIHAT
584,
592,
600,BASS+HIHAT
608,
616,
624,BASS+HIHAT
632,
640,
648,
656,
664,
672,
680,
688,
696,
704,BASS+HIHAT
712,
720,
728,BASS+HIHAT
736,
744,
752,BASS+HIHAT
760,
768,
776,
784,
792,
800,
808,
816,
824,
832,BASS+HIHAT
840,
848,
856,BASS+HIHAT
864,
872,
880,BASS+CYMBAL
888,
896,
1024,BASS+HIHAT
1032,
1040,
1048,
1056,
1064,
1072,
1080,
1088,BASS+HIHAT
1096,
1104,
1112,BASS+HIHAT
1120,
1128,
1136,BASS+HIHAT
1144,
1152,
1160,
1168,
1176,
1184,
1192,
1200,
1208,
1216,
1224,BASS+HIHAT
1232,
1240,
1248,
1256,BASS+HIHAT
1264,
1272,
1280,BASS+HIHAT
1288,
1296,
1304,
1312,
1320,
1328,
1336,
1344,BASS+HIHAT
1352,
1360,
1368,BASS+HIHAT
1376,
1384,
1392,BASS+CYMBAL
1400,
1408,
1536,BASS+HIHAT
1552,HIHAT
1568,BASS+SNARE+HIHAT
1584,HIHAT
1600,BASS+HIHAT
1616,HIHAT
1632,BASS+SNARE+HIHAT
1648,HIHAT
1664,BASS+HIHAT
1680,HIHAT
1696,BASS+SNARE+HIHAT
1712,HIHAT
1728,BASS+HIHAT
1744,HIHAT
1760,BASS+SNARE+HIHAT
1776,HIHAT
1792,BASS+HIHAT
1808,HIHAT
1824,BASS+SNARE+HIHAT
1840,HIHAT
1856,BASS+HIHAT
1872,HIHAT
1888,BASS+SNARE+HIHAT
1904,HIHAT
1920,BASS+HIHAT
1936,HIHAT
1952,BASS+SNARE+HIHAT
1968,HIHAT
1984,BASS+HIHAT
2000,HIHAT
2016,BASS+SNARE+HIHAT
2032,HIHAT
2048,BASS+HIHAT
2064,HIHAT
2080,BASS+SNARE+HIHAT
2096,HIHAT
2112,BASS+HIHAT
2128,HIHAT
2144,BASS+SNARE+HIHAT
2160,HIHAT
2176,BASS+HIHAT
2192,HIHAT
2208,BASS+SNARE+HIHAT
2224,HIHAT
2240,BASS+HIHAT
2256,HIHAT
2272,BASS+SNARE+HIHAT
2288,HIHAT
2304,BASS+HIHAT
2320,HIHAT
2336,BASS+SNARE+HIHAT
2352,HIHAT
2368,BASS+HIHAT
2384,HIHAT
2400,BASS+SNARE+HIHAT
2416,HIHAT
2432,BASS+HIHAT
2448,HIHAT
2464,BASS+SNARE+HIHAT
2480,HIHAT
2496,BASS+HIHAT
2504,
2512,HIHAT
2520,BASS
2528,SNARE
2544,
2560,BASS+HIHAT
2576,HIHAT
2592,BASS+SNARE+HIHAT
2608,HIHAT
2624,BASS+HIHAT
2640,HIHAT
2656,BASS+SNARE+HIHAT
2672,HIHAT
2688,BASS+HIHAT
2704,HIHAT
2720,BASS+SNARE+HIHAT
2736,HIHAT
2752,BASS+HIHAT
2768,HIHAT
2784,BASS+SNARE+HIHAT
2800,HIHAT
2816,BASS+HIHAT
2832,HIHAT
2848,BASS+SNARE+HIHAT
2864,HIHAT
2880,BASS+HIHAT
2896,HIHAT
2912,BASS+SNARE+HIHAT
2928,HIHAT
2944,BASS+HIHAT
2960,HIHAT
2976,BASS+SNARE+HIHAT
2992,HIHAT
3008,BASS+HIHAT
3024,HIHAT
3040,BASS+SNARE+HIHAT
3056,HIHAT
3072,BASS+HIHAT
3088,HIHAT
3104,BASS+SNARE+HIHAT
3120,HIHAT
3136,BASS+HIHAT
3152,HIHAT
3168,BASS+SNARE+HIHAT
3184,HIHAT
3200,BASS+HIHAT
3216,HIHAT
3232,BASS+SNARE+HIHAT
3248,HIHAT
3264,BASS+HIHAT
3280,HIHAT
3296,BASS+SNARE+HIHAT
3312,HIHAT
3328,BASS+HIHAT
3344,HIHAT
3360,BASS+SNARE+HIHAT
3376,HIHAT
3392,BASS+HIHAT
3408,HIHAT
3424,BASS+SNARE+HIHAT
3440,HIHAT
3456,BASS+HIHAT
3472,HIHAT
3488,BASS+SNARE+HIHAT
3504,HIHAT
3520,BASS+HIHAT
3536,HIHAT
3552,BASS+SNARE+HIHAT
3568,HIHAT
3584,BASS+HIHAT
3600,HIHAT
3616,BASS+SNARE+HIHAT
3632,HIHAT
3648,BASS+HIHAT
3664,HIHAT
3680,BASS+SNARE+HIHAT
3696,HIHAT
3712,BASS+HIHAT
3728,HIHAT
3744,BASS+SNARE+HIHAT
3760,HIHAT
3776,BASS+HIHAT
3792,HITOM
3808,SNARE
3816,SNARE
3824,BASS+HIHAT
3832,
3840,BASS+HIHAT
3856,HIHAT
3872,BASS+SNARE+HIHAT
3888,HIHAT
3904,BASS+HIHAT
3920,HIHAT
3936,BASS+SNARE+HIHAT
3952,HIHAT
3968,BASS+HIHAT
3984,HIHAT
4000,BASS+SNARE+HIHAT
4016,HIHAT
4032,BASS+HIHAT
4048,HIHAT
4064,BASS+SNARE+HIHAT
4080,HIHAT
4096,BASS+HIHAT
4112,HIHAT
4128,BASS+SNARE+HIHAT
4144,HIHAT
4160,BASS+HIHAT
4176,HIHAT
4192,BASS+SNARE+HIHAT
4208,HIHAT
4224,BASS+HIHAT
4240,HIHAT
4256,BASS+SNARE+HIHAT
4272,HIHAT
4288,BASS+HIHAT
4304,HIHAT
4320,BASS+SNARE+HIHAT
4336,HIHAT
4352,BASS+HIHAT
4368,HIHAT
4384,BASS+SNARE+HIHAT
4400,HIHAT
4416,BASS+HIHAT
4432,HIHAT
4448,BASS+SNARE+HIHAT
4464,HIHAT
4480,BASS+HIHAT
4496,HIHAT
4512,BASS+SNARE+HIHAT
4528,HIHAT
4544,BASS+HIHAT
4560,HIHAT
4576,BASS+SNARE+HIHAT
4592,HIHAT
4608,BASS+HIHAT
4624,HIHAT
4640,BASS+SNARE+HIHAT
4656,HIHAT
4672,BASS+HIHAT
4688,HIHAT
4704,BASS+SNARE+HIHAT
4720,HIHAT
4736,BASS+HIHAT
4752,HIHAT
4768,BASS+SNARE+HIHAT
4784,HIHAT
4800,BASS+HIHAT
4816,HIHAT
4832,BASS+SNARE+HIHAT
4848,HIHAT
4864,BASS+CYMBAL
