640,
768,
896,
1024,
1152,BASS+HIHAT
1160,
1168,
1176,
1184,
1192,
1200,
1208,
1216,BASS+HIHAT
1224,
1232,
1240,BASS+HIHAT
1248,
1256,
1264,BASS+HIHAT
1272,
1280,
1288,
1296,
1304,
1312,
1320,
1328,
1336,
1344,BASS+HIHAT
1352,
1360,
1368,BASS+HIHAT
1376,
1384,
1392,BASS+HIHAT
1400,
1408,
1416,
1424,
1432,
1440,
1448,
1456,
1464,
1472,BASS+HIHAT
1480,
1488,
1496,BASS+HIHAT
1504,
1512,
1520,BASS+CYMBAL
1528,
1536,
1664,BASS+HIHAT
1672,
1680,
1688,
1696,
1704,
1712,
1720,
1728,BASS+HIHAT
1736,
1744,
1752,BASS+HIHAT
1760,
1768,
1776,BASS+HIHAT
1784,
1792,
1800,
1808,
1816,
1824,
1832,
1840,
1848,
1856,
1864,BASS+HIHAT
1872,
1880,
1888,
1896,BASS+HIHAT
1904,
1912,
1920,BASS+HIHAT
1928,
1936,
1944,
1952,
1960,
1968,
1976,
1984,BASS+HIHAT
1992,
2000,
2008,BASS+HIHAT
2016,
2024,
2032,BASS+CYMBAL
2040,
2048,
2176,BASS+HIHAT
2192,HIHAT
2208,BASS+SNARE+HIHAT
2224,HIHAT
2240,BASS+HIHAT
2256,HIHAT
2272,BASS+SNARE+HIHAT
2288,HIHAT
2304,BASS+HIHAT
2320,HIHAT
2336,BASS+SNARE+HIHAT
2352,HIHAT
2368,BASS+HIHAT
2384,HIHAT
2400,BASS+SNARE+HIHAT
2416,HIHAT
2432,BASS+HIHAT
2448,HIHAT
2464,BASS+SNARE+HIHAT
2480,HIHAT
2496,BASS+HIHAT
2512,HIHAT
2528,BASS+SNARE+HIHAT
2544,HIHAT
2560,BASS+HIHAT
2576,HIHAT
2592,BASS+SNARE+HIHAT
2608,HIHAT
2624,BASS+HIHAT
2640,HIHAT
2656,BASS+SNARE+HIHAT
2672,HIHAT
2688,BASS+HIHAT
2704,HIHAT
2720,BASS+SNARE+HIHAT
2736,HIHAT
2752,BASS+HIHAT
2768,HIHAT
2784,BASS+SNARE+HIHAT
2800,HIHAT
2816,BASS+HIHAT
2832,HIHAT
2848,BASS+SNARE+HIHAT
2864,HIHAT
2880,BASS+HIHAT
2896,HIHAT
2912,BASS+SNARE+HIHAT
2928,HIHAT
2944,BASS+HIHAT
2960,HIHAT
2976,BASS+SNARE+HIHAT
2992,HIHAT
3008,BASS+HIHAT
3024,HIHAT
3040,BASS+SNARE+HIHAT
3056,HIHAT
3072,BASS+HIHAT
3088,HIHAT
3104,BASS+SNARE+HIHAT
3120,HIHAT
3136,BASS+HIHAT
3144,
3152,HIHAT
3160,BASS
3168,SNARE
3184,
